   8.0239010e-01   1.0913319e+01
   1.7171349e+00   9.4497983e+00
   8.5301220e-01   1.0886287e+01
   8.7764330e-01   9.7304697e+00
   3.0332210e+00   9.9633435e+00
   3.6050476e+00   1.0921579e+01
   1.8851347e+01   1.2724631e+01
   2.2309052e+00   1.0903749e+01
   1.7477336e+00   1.3296767e+01
   9.2854730e-01   5.9432761e+00
   1.3563369e+00   9.1014864e+00
   1.5674792e+00   1.0471986e+01
   2.8485499e-01   8.3296541e+00
   1.2746127e+00   7.4480897e+00
   3.4887443e+00   1.1234070e+01
   9.3168146e-01   1.1225403e+01
   2.7026516e+00   1.0578762e+01
   4.4434915e+00   1.0790632e+01
   4.8410910e+00   8.2588743e+00
   3.5852987e+00   9.0046232e+00
   1.7207233e-01   9.7866564e+00
   9.3765173e-01   8.6243417e+00
   4.0612525e+00   1.0663762e+01
   2.4465418e+00   1.4730449e+01
   1.6567443e+00   9.0355386e+00
   2.5521053e+00   1.1294896e+01
   5.1042459e+00   7.9311506e+00
   1.9227775e+00   1.2679109e+01
   7.7211085e-01   8.0617193e+00
   1.3769032e+00   1.0417431e+01
   1.3393848e+00   8.7628133e+00
   4.0420229e+00   1.1024031e+01
   2.4900622e+00   1.0022708e+01
   2.8505720e+00   9.9120227e+00
   1.9113983e+00   1.5898185e+01
   1.1476689e+00   8.7399076e+00
   1.7526717e+00   9.9062412e+00
   2.0476761e+00   1.5366051e+01
   4.0733375e-01   7.7066186e+00
   1.9716492e+00   1.1105997e+01
   4.1686166e+00   7.8470832e+00
   1.4767180e+00   1.2061279e+01
   7.9438487e+00   1.0655060e+01
   2.8877874e+00   1.1304250e+01
   1.0829138e+00   9.4422778e+00
   1.4134798e+00   1.0490383e+01
   1.2520740e+00   1.2945027e+01
   2.0982852e+00   5.4497969e+00
   3.5067385e+00   6.7334186e+00
   1.2313241e+00   1.0830938e+01
   2.6076394e+00   8.6904623e+00
   9.5380459e+00   9.4073034e+00
   4.1849326e+00   7.0061622e+00
   3.7631804e+00   8.1903311e+00
   7.2992964e-01   9.1916369e+00
   9.6637417e-01   8.5484037e+00
   2.1012905e+00   8.2670299e+00
   1.4908584e+00   9.1563064e+00
   3.2463674e-01   8.1146674e+00
   3.6261154e-01   1.2683767e+01
   4.6006123e+00   8.0231306e+00
   7.7249675e-01   1.3635885e+01
   1.3175312e+01   9.2511268e+00
   1.7871077e-01   7.0965186e+00
   2.5825148e+00   8.7626364e+00
   1.6497539e+00   1.1869002e+01
   7.7395673e-01   1.2111859e+01
   2.4702635e+00   1.0320455e+01
   7.4538615e-01   1.0574801e+01
   3.8953487e+00   1.1265811e+01
   1.7627396e+00   7.0819163e+00
   3.2001500e-01   8.8365805e+00
   1.4591224e-01   6.3397014e+00
   1.2413135e+00   9.1017938e+00
   5.1851890e+00   1.1898549e+01
   1.9761871e+00   1.1434883e+01
   1.7406354e+00   1.4575657e+01
   3.2797056e+00   1.0333455e+01
   4.0925891e-01   5.6870185e+00
   6.8576563e+00   1.3378799e+01
   6.7445444e-01   1.2564561e+01
   1.7121754e+00   8.8347381e+00
   1.1461755e+00   1.0445229e+01
   1.9146914e+00   1.1558903e+01
   2.3585971e-01   1.0769414e+01
   7.5677432e+00   1.1392734e+01
   2.8457031e+00   9.7745689e+00
   1.2304038e+01   9.9223526e+00
   6.7982869e+00   1.0176177e+01
   1.6677588e+00   8.4206881e+00
   6.4464898e-01   1.2845921e+01
   2.8970029e-01   1.0012663e+01
   1.6769404e+00   1.1372962e+01
   2.0527064e+00   8.2901327e+00
   4.6918202e+00   7.8495294e+00
   6.3700189e-01   9.8180655e+00
   3.6502564e+00   9.4944563e+00
   1.7707971e+00   1.2389648e+01
   7.6057017e-01   1.1212127e+01
   3.5757032e+00   1.1081029e+01
   9.8745464e+00   2.0124523e+01
   1.0897842e+01   2.1958045e+01
   9.2734831e+00   1.7369347e+01
   7.9588332e+00   1.9666919e+01
   3.8540229e+00   1.4632314e+01
   1.1252558e+01   1.8940556e+01
   9.4266309e+00   1.9506111e+01
   9.6053142e+00   1.8704117e+01
   1.0811211e+01   2.1029707e+01
   7.1613031e+00   1.6660197e+01
